gonderen_depo;alan_magaza;urun;baslangic_depo_stok;ihtiyac_adet;karsilanan_adet;kalan_ihtiyac;depo_sevk_toplam;depo_kalan_nihai
STOK_YOK;2601;101939391KIRIK BEYAZXXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101939401K HAKIS;0.000000;2;0;2;0;0.000000
STOK_YOK;1101;101939401K HAKIS;0.000000;1;0;1;0;0.000000
STOK_YOK;2301;101939401K HAKIS;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101939401K HAKIXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;101939401K HAKIXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2301;101939401K HAKIXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101939401K HAKIXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2601;101939401K HAKIXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101939401K HAKIXXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101939401K HAKIXXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1301;101939403SIYAHL;0.000000;2;0;2;0;0.000000
STOK_YOK;1101;101939403SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;101939403SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101939403SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;2001;101939403SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101939403SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101939403SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;301;101939403SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101939403SIYAHS;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101939403SIYAHS;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101939403SIYAHS;0.000000;1;0;1;0;0.000000
